gene_entrez_id,ambiguous_rank_score,nonambiguous_rank_score,gene_symbol,ambiguity_specific
6590,0.0,0.001154021863391642,SLPI,-0.001154021863391642
6441,0.0,0.0009072475682987326,SFTPD,-0.0009072475682987326
246,0.0,0.0008564497537739971,ALOX15,-0.0008564497537739971
2615,0.0,0.0007768073972480713,LRRC32,-0.0007768073972480713
29110,0.0,0.001240744890448947,TBK1,-0.001240744890448947
4602,0.0,0.0005667567479484056,MYB,-0.0005667567479484056
4287,0.0,0.001114095105420281,ATXN3,-0.001114095105420281
3791,0.0,0.001183237105094889,KDR,-0.001183237105094889
3694,0.0,0.0006922065251799694,ITGB6,-0.0006922065251799694
629,0.0,0.0008160771513168156,CFB,-0.0008160771513168156
6352,0.0,0.001364583088704835,CCL5,-0.001364583088704835
6362,0.0,0.001419240631217906,CCL18,-0.001419240631217906
56654,0.0,0.0012291504545497466,NPDC1,-0.0012291504545497466
5743,0.0,0.0008921363381216987,PTGS2,-0.0008921363381216987
57493,0.0,0.0008197009584252903,HEG1,-0.0008197009584252903
1524,0.0,0.0024981195027556,CX3CR1,-0.0024981195027556
163732,0.0,0.0008612454329464499,CITED4,-0.0008612454329464499
472,0.0,0.0010473991774419638,ATM,-0.0010473991774419638
170482,0.0,0.0006375850820372383,CLEC4C,-0.0006375850820372383
3394,0.0,0.0010245914579460188,IRF8,-0.0010245914579460188
3106,0.0,0.0008675558315026626,HLA-B,-0.0008675558315026626
51744,0.0,0.0007282604039103235,CD244,-0.0007282604039103235
55051,0.0,0.0007284640314094486,NRDE2,-0.0007284640314094486
930,0.0,0.0011085022738091474,CD19,-0.0011085022738091474
926,0.0,0.0011468523578245706,CD8B,-0.0011468523578245706
57799,0.0,0.0008785395339896557,RAB40C,-0.0008785395339896557
5806,0.0,0.0007899728206668364,PTX3,-0.0007899728206668364
58480,0.0,0.0011505876640354724,RHOU,-0.0011505876640354724
59271,0.0,0.0006999966335115168,EVA1C,-0.0006999966335115168
51056,0.0,0.0007996414303120551,LAP3,-0.0007996414303120551
2168,0.0,0.0007546162679722348,FABP1,-0.0007546162679722348
2205,0.0,0.0012233272663795904,FCER1A,-0.0012233272663795904
5698,0.0,0.002398374584173847,PSMB9,-0.002398374584173847
7453,0.0,0.0025551319104560612,WARS1,-0.0025551319104560612
1462,0.0,0.0007996997865123592,VCAN,-0.0007996997865123592
11006,0.0,0.0010983709544573135,LILRB4,-0.0010983709544573135
1084,0.0,0.001041157507640355,CEACAM3,-0.001041157507640355
